Plant ID,Plant Code,Botanical Name,Common Name,Previous Name,Plant Type,Water Needs,Climate Zones,Light Needs,Soil Type,Soil Additional,Maintenance,Abcission,Height Ranges,Spread Ranges,Flower colour,Foliage Colour,Perfume,Aromatic,Edible,Bird Attracting,Bird Attractant,Bore water Tolerance,Frost Tolerance,Greywater Tolerance,Native,Butterfly Attracting,Butterfly Type,Image,Image Location,Image Owner,Herb External Have,Herb Images change to ,Notes,Why photo removed,Why plant removed,Actioned By,Date Actioned,Status
1357,COMFRU,Combretum fruticosum,Orange Combretum,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",Well drained,Medium,Semi-deciduous,5 to 8m,3 to 5m,Orange,Mid green,Unknown,Unknown,Unknown,Yes,Nectar,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1358,COMGRA,Combretum grandiflorum,Showy Combretum,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",Well drained,Medium,Evergreen,5 to 8m,3 to 5m,Red,Mid green,Unknown,Unknown,Unknown,Yes,Nectar,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1359,COMBAR,Commersonia bartramia,Brown Kurrajong,,Small Tree,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,3 to 5m,White,Mid green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1359_commersonia_bartramia.jpg,Sheldon Navie,,,,,,,,Active
1360,CONOLI,Corchorus olitorius,"Malu Khia, Egyptian Spinach",,"Annual,Vegetable",1400 to 2000mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Sun,Loam,,High,Evergreen,1 to 2m,0.5 to 1m,Yellow,Mid green,Unknown,Unknown,No,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/1360_corchorus_olitorius.jpg,Arno King,,,,,,,,Active
1361,CONTOM,Congea tomentosa,Orchid Vine,,Climber,1400 to 2000mm,Humid Tropical,Sun,Loam,Well drained,High,Evergreen,5 to 8m,5 to 10m,Lavender,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/1361_congea_tomentosa.jpg,Paul Plant,,,,,,,,Active
1362,CONCNE,Convolvulus cneorum,Silver Moon Flower,,Groundcover,600 to 900mm,"Dry Subtropical,Temperate",Sun,"Sand,Loam",,Low,Evergreen,0.5 to 1m,1 to 2m,White,Silver,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,No,No,Unknown,Unknown,No,,,,,,,,,,Active
1363,CONMAU,Convolvulus sabatius,Blue Convolvulus,Convolvulus mauritanicus,Groundcover,600 to 900mm,"Dry Subtropical,Temperate",Sun,"Sand,Loam",,Medium,Evergreen,2 to 5m,2 to 3m,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,No,Unknown,Unknown,Yes,images/1363_convolvulus_sabatius_mauritanicus.jpg,Sheldon Navie,,,,,,,,Active
1364,COPALB,Copernicia alba,Canauba Palm,,Palms and Cycads,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",,Low,Evergreen,5 to 8m,3 to 5m,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1365,COPBAI,Copernicia baileyana,Bailey Palm,,Palms and Cycads,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Evergreen,5 to 8m,3 to 5m,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1366,COPHOS,Copernicia hospita,Petticoat Palm,,Palms and Cycads,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Evergreen,5 to 8m,3 to 5m,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1367,COPMAC,Copernicia macroglossa,Petticoat Palm,,Palms and Cycads,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Evergreen,5 to 8m,3 to 5m,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1368,COPMAR,Coprosma repens 'Marble Queen',Mirror Plant,,Shrub,900 to 1400mm,"Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,2 to 3m,Insignificant,Green and silver,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,No,Unknown,Unknown,Yes,images/1368_coprosma_repens_marble_queen.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
1369,COPKIR,Coprosma x kirkii,Mirror Plant,,Shrub,900 to 1400mm,"Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,0.5 to 1m,1 to 2m,Insignificant,Dark green and yellow,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1370,CORLUT,Cordia lutea,Overal,,Small Tree,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",,Medium,Evergreen,5 to 8m,3 to 5m,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/1370_cordia_lutea.jpg,Arno King,,,,,,,,Active
1371,CORSES,Cordia sebestena,Geiger Tree,,Small Tree,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",,Low,Semi-deciduous,5 to 8m,5 to 10m,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1372,CORSUB,Cordia subcordata,Sea Trumpet,,Small Tree,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Evergreen,5 to 8m,5 to 10m,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Cordia+subcordata%25,National Herbarium,,,,,,,,Active
1373,CORSUP,Cordia superba,White Cordia,,Small Tree,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Evergreen,5 to 8m,5 to 10m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1374,CORAUS,Cordyline australis,New Zealand Cabbage Tree,,Shrub,900 to 1400mm,"Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,2 to 3m,White,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Heavy,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1375,CORCAN,Cordyline cannifolia,Palm Lily,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,2 to 3m,Lilac,Dark green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Cordyline+cannifolia%25,National Herbarium,,,,,,,,Active
1376,CORCON,Cordyline congesta,Native Cordyline,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical,Temperate",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,0.5 to 1m,Purple,Dark green,Yes,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Cordyline+congesta%25,National Herbarium,,,,,,,,Active
1377,CORFRU,Cordyline fruticosa,Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Dark green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1377_cordylin_fruticosa.jpg,Paul Plant,,,,,,,,Active
1378,CORHAW,Cordyline fruticosa 'Hawaiian Flag',Hawaiian Flag Ti,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,"Silver, red and green",Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1379,CORIND,Cordyline fruticosa 'Indian Blanket',Indian Blanket Ti,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,"Red, yellow and green",Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1379_cordyline_fruticosa_indian_blanket.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
1380,CORNIG,Cordyline fruticosa 'Nigra',Mt Hagen Black Ti,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Green and red,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1381,CORFIR,Cordyline fruticosa 'Fire Fountain',Fire FountainTi,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,"Red, purple and green",Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1382,CORPIN,Cordyline fruticosa 'Pink Diamond',Pink Diamond Ti,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Green and yellow,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1378_cordyline_fruticosa_pink_diamond.jpg,Nursery and Garden Industry Queensland,,,Predominately green leaves edged with a creamy white and yellow,,,,,Active
1383,CORPIP,Cordyline fruticosa 'Pink Parfait',Pink Parfait Ti,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Red and green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1384,CORROO,Cordyline fruticosa 'Rooster Tail',Roostertail Ti,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,"Red, purple and green",Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1384_cordyline_fruticosa_rooster_tail.jpg,Arno King,,,,,,,,Active
1385,CORTRI,Cordyline fruticosa 'Tricolor',Tricolor Ti,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,"Silver, red and green",Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1385_cordyline_fruticosa_tricolor.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
1386,CORWIL,Cordyline fruticosa 'Will I's Gold',Willi's Gold Ti,Cordyline fruticosa 'Willi's Gold',Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,1 to 2m,1 to 2m,Pink,"Yellow, red and green",Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1386_cordyline_fruticosa_willis_gold.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
1387,CORALB,Cordyline fruticosa 'Alba-rosea',Ti Plant,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,"Red, silver and green",Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1388,CORCAM,Cordyline fruticosa 'Cameroon',Ti Plant,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,1 to 2m,0.5 to 1m,Pink,Bronze and green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1388_cordyline_fruticosa_cameroon.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
1389,CORAMA,Cordyline fruticosa 'Amanda's Choice',Amanda's Choice Ti,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,1 to 2m,1 to 2m,Pink,Red and purple,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1390,CORCOM,Cordyline fruticosa 'Compacta',Ti Plant,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,1 to 2m,1 to 2m,Pink,Bronze,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1390_cordyline_fruticosa_compacta.jpg,Arno King,,,,,,,,Active
1391,CORJOH,Cordyline fruticosa 'John Cummings',Orange Ti,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Red and green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1392,CORKAT,Cordyline fruticosa 'Katherine',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,1 to 2m,1 to 2m,Pink,"Yellow, red and green",Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1393,CORKIL,Cordyline fruticosa 'Kilauea',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Green and red,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1394,CORKIW,Cordyline fruticosa 'Kiwi',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,1 to 2m,1 to 2m,Pink,"Yellow, red and green",Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1394_cordyline_fruticosa_kiwi.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
1395,CORMAI,Cordyline fruticosa 'Maize',Ti Plant,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Red and green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1395_cordyline_fruticosa_maize.jpg,Arno King,,,,,,,,Active
1396,CORMAR,Cordyline fruticosa 'Margaret Storey',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Bronze and red,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1397,CORMAU,Cordyline fruticosa 'Mauna Kea Snow',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Silver and green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1398,CORMIN,Cordyline fruticosa 'Mini Mountain Fire',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,1 to 2m,1 to 2m,Pink,Red,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1399,CORMIS,Cordyline fruticosa 'Miss Andrea',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,1 to 2m,1 to 2m,Pink,Yellow and bronze,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1395_cordyline_fruticosa_miss_andrea.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
1400,CORNEG,Cordyline fruticosa 'Negra',Black Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Green and red,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1400_cordyline_fruticosa_negra.jpg,Department of Environment and Resource Management,,,,,,,,Active
1401,CORPEG,Cordyline fruticosa 'Peggy Garland',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Red,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1402,CORPEL,Cordyline fruticosa 'Pele's Smoke',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Bronze and green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1403,CORPEB,Cordyline fruticosa 'Peter Buck',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Red,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1404,CORPUR,Cordyline fruticosa 'Purple Prince',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,1 to 2m,1 to 2m,Pink,Purple and green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1405,CORFLA,Cordyline fruticosa 'Flamenco Dancer',Flamenco Dancer Ti Plant,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Red,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1406,CORRUR,Cordyline fruticosa 'Rubra',Red Ti Plant,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Red,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1406_cordyline_fruticosa_rubra.jpg,Department of Environment and Resource Management,,,,,,,,Active
1407,CORINF,Cordyline fruticosa 'Inferno',Inferno Ti,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Red,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1408,CORSCH,Cordyline fruticosa 'Schubertii',Ti Plant,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Pink,Red and green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1408_cordyline_fruticosa_schubertii.jpg,Arno King,,,,,,,,Active
1409,CORSON,Cordyline fruticosa 'Sonny Mathews',Ti Plant,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Lilac,Silver and green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
1410,CORGLA,Cordyline glauca,Brazilian Cordyline,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Lilac,Bronze and green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1410_cordyline_glauca.jpg,Department of Environment and Resource Management,,,,,,,,Active
1411,CORJOY,Cordyline glauca 'Pink Joy',Brazilian Cordyline,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,Lilac,"Red, bronze and green",Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1411_cordyline_glauca_pink_joy.jpg,Nursery and Garden Industry Queensland,,,PBR,,,,,Active
1412,CORMAN,Cordyline manners-suttoniae,Dwarf Cordyline,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,1 to 2m,White,Dark green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Cordyline+manners-suttoniae%25,National Herbarium,,,,,,,,Active
1413,CORPET,Cordyline petiolaris,Broad Leaf Palm Lily,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,2 to 3m,White,Dark green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1413_cordyline_petiolaris.jpg,Paul Plant,,,,,,,,Active
1414,CORSTR,Cordyline stricta,Narrow Leaf Ti,,Shrub,900 to 1400mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",Well drained,Medium,Evergreen,2 to 5m,0.5 to 1m,Purple,Dark green,Yes,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Cordyline+stricta%25,National Herbarium,,,,,,,,Active
1415,CORSUN,Coreopsis grandiflora 'Sunray',Sunray Coreopsis,,Perennial,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Well drained,Medium,Semi-deciduous,0.5 to 1m,Under 0.5m,Yellow,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1416,CORLAN,Coreopsis lanceolata,Yellow Coreopsis,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Well drained,Medium,Annual,0.5 to 1m,0.5 to 1m,Yellow,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/1416_colan.jpg,Department of Environment and Resource Management,,,,,,,,Active
1417,CORTIN,Coreopsis tinctoria,Yellow Coreopsis,,Perennial,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Well drained,Medium,Annual,0.5 to 1m,Under 0.5m,Yellow,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1418,CORVER,Coreopsis verticillata 'Moonbeam',Moonbeam Coreopsis,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Well drained,Medium,Evergreen,0.5 to 1m,Under 0.5m,Yellow,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1419,CORSAT,Coriandrum sativum,Coriander,,"Annual,Vegetable",2000 to 2500mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,,High,Annual,0.5 to 1m,0.5 to 1m,White,Dark green,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/1419_coriandrum_sativum.jpg,Sheldon Navie,,,,,,,,Active
1420,CORAVE,Corylus avellana,Hazel Nut Tree,,"Fruit,Tree",1400 to 2000mm,Temperate,Sun,Loam,,Low,Evergreen,2 to 5m,3 to 5m,White,Grey-green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
1421,CORCIT,Corymbia citriodora var. citriodora,Lemon Scented Gum,,Large Tree,600 to 900mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Well drained,Low,Evergreen,Over 15m,5 to 10m,White,Grey-green,Unknown,Unknown,Unknown,Yes,Nectar,Unknown,Light,Unknown,Yes,Unknown,Unknown,Yes,images/1421_corymbia_citriodora_citriodora.jpg,Sheldon Navie,,,,,,,,Active
1422,CORMAC,Corymbia citriodora subsp. variegata,Spotted Gum,,Large Tree,600 to 900mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Well drained,Low,Evergreen,Over 15m,5 to 10m,Cream,Grey-green,Unknown,Unknown,Unknown,Yes,Nectar,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/1422_cormac.jpg,Sheldon Navie,,,,,,,,Active
